id,baseline_prediction,mismatches,challenger_preds
18876,Extrovert,2,"['Introvert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
20017,Extrovert,2,"['Extrovert', 'Introvert', 'Introvert', 'Extrovert', 'Extrovert', 'Extrovert']"
21932,Extrovert,2,"['Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert']"
18604,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
24005,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
23961,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
23792,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
22653,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
21386,Extrovert,1,"['Extrovert', 'Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert']"
21977,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
22415,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
22340,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
23437,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
23350,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
22782,Extrovert,1,"['Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert']"
20844,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
19774,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
20153,Introvert,1,"['Introvert', 'Introvert', 'Introvert', 'Extrovert', 'Introvert', 'Introvert']"
20915,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
20934,Extrovert,1,"['Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert', 'Extrovert']"
19514,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
19477,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
18754,Extrovert,1,"['Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert']"
24357,Extrovert,1,"['Extrovert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert', 'Extrovert']"
